;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity;AAPL UW Equity;UNH UN Equity;HD UN Equity;MSFT UW Equity;MCD UN Equity;V UN Equity;GS UN Equity;BA UN Equity;MMM UN Equity;JNJ UN Equity;CAT UN Equity;PG UN Equity;WMT UN Equity;DIS UN Equity;IBM UN Equity;TRV UN Equity;NKE UN Equity;JPM UN Equity;AXP UN Equity;CVX UN Equity;MRK UN Equity;RTX UN Equity;VZ UN Equity;INTC UW Equity;KO UN Equity;DOW UN Equity;CSCO UW Equity;XOM UN Equity;WBA UW Equity;PFE UN Equity
30.06.2006;4370;17863;22592;11804;5367,4;#N/A N/A;18002;14986;5688;13363;10605;17842;85430;8474;21890;6255;4005,4;24525;7285;49737;5771,7;12264;21084;8009;6476;#N/A N/A;7984;87813;12175,2;11741;566;1667;2915;3881;1145,7;#N/A N/A;11285;517;1175;3396;1479;2949;5104;1740;2576;;521,3;;2238;7139;1587,5;1741;2843;1072;2070;#N/A N/A;1991;15554;707,6;3707;472;981;1862;2828;834,1;#N/A N/A;2312;-160;882;2820;1046;1898;2083;1125;2022;970;332,8;3540;945;4353;1499,3;1103;1611;885;1836;#N/A N/A;1544;10360;469,2;2415;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;623;1835;3397;4142;1460,7;#N/A N/A;11544;902;1408;3942;1881;3685;6452;2096;3823;;578,5;;3122;8946;2126,2;1997;6450;2287;2294;#N/A N/A;2428;18314;1116,3;5050
29.09.2006;4837;17970;19648;10811;5503,2;#N/A N/A;15979;14739;5858;13287;10517;18785;84467;8652;22617;6316;4194,1;24957;6992;50455;5410,4;12163;22459;8739;6454;#N/A N/A;8184;88504;12170,3;12280;608;1863;2222;4474;1305,6;#N/A N/A;10757;1223;1342;3627;1078;4054;4465;1315;2827;;559,5;;2049;8213;749,9;1647;3537;1480;1701;#N/A N/A;2100;15426;631,2;4050;542;1112;1490;3478;843,3;#N/A N/A;1594;694;894;2760;769;2698;2647;782;2222;1043;377,2;3297;967;5017;940,6;996;1922;1301;1460;#N/A N/A;1608;10490;412,3;3362;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;674;2356;2714;4723;1619,6;#N/A N/A;11008;1592;1591;4166;1496;4838;4542;1670;4055;;626,4;;2905;10136;1313,2;1899;7143;2736;1934;#N/A N/A;2448;18156;1116,3;5382
29.12.2006;7123;18157;17404;12542;5445,3;#N/A N/A;18126;17541;5782;13682;11003;19725;99078;9581;26257;6469;3821,7;26674;7448;43740;6044,1;12787;22606;9694;5932;#N/A N/A;8439;80116;12708,5;12603;1325;2004;1457;3472;1169,6;#N/A N/A;13704;1110;736;2933;1146;4350;6433;1674;4494;;433,4;;2024;-625;1178,7;1428;3676;1950;1386;#N/A N/A;2132;12816;671,9;2597;1011;1200;925;2626;1241,5;#N/A N/A;3152;989;1176;2168;882;2862;3940;1701;3541;1189;325,6;4526;922;-320;473,9;865;1032;1501;678;#N/A N/A;1921;10250;431,7;9449;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1399;2181;1919;3837;1485,1;#N/A N/A;11008;1532;1087;3504;1528;5055;7896;2048;5794;;508,8;;3096;1363;1721,7;1689;7341;3177;1658;#N/A N/A;2474;16098;832,1;7890
30.03.2007;5286;19047;18545;14398;5292,7;#N/A N/A;22280;15365;5937;15037;10016;18694;86410;7954;22029;6427;3926,9;28856;7327;43888;5769,4;12278;22584;8852;6103;#N/A N/A;8866;76890;13933,7;12474;988;1582;1672;6589;1183,9;#N/A N/A;14409;1311;1315;4198;1140;3646;4850;1513;2268;;491,9;;2486;5737;1531,9;1504;3796;1750;1633;#N/A N/A;2198;13368;1020,5;4920;774;927;1046;4926;762,4;#N/A N/A;3197;877;1368;2573;816;2512;2826;931;1844;1086;350,8;4787;1057;4715;1704,3;819;1495;1636;1262;#N/A N/A;1874;9280;651,9;3392;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1057;1773;2157;7034;1495,4;#N/A N/A;14681;1667;1569;4820;1552;4524;6338;1873;3508;;548,8;;3541;7700;2032,3;1782;7329;3001;1874;#N/A N/A;2547;16310;1179;6191
29.06.2007;5563;19000;22184;13371;5839,4;#N/A N/A;20351;17028;6142;15131;11356;19272;92999;9045;23772;6573;4383,2;30082;7877;51735;6111,4;27808;23273;8680;7733;#N/A N/A;9433;87249;13698,3;11084;1079;2074;2557;3989;1429,6;#N/A N/A;13519;1504;1329;3878;1213;3400;5283;2023;2773;;647;;2356;7394;1565,9;5640;4149;1432;2318;#N/A N/A;2377;14921;854,8;2563;840;1228;1587;3035;-711,7;#N/A N/A;2252;1050;917;3081;823;2268;2952;1178;2260;1254;437,9;4234;1057;5380;1676,4;4923;1683;1278;1851;#N/A N/A;1930;10260;561,2;1267;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1160;2461;3035;4370;1732,7;#N/A N/A;13800;1901;1608;4561;1650;4163;6855;2390;4057;;717,5;;3547;9549;2566,4;5917;7722;2645;2592;#N/A N/A;2751;17915;1032;4004
28.09.2007;6606;18679;18961;13762;5900,9;#N/A N/A;23803;16517;6177;14970;11442;20199;91865;8930;24119;6526;4655,1;28005;7964;50995;6074,1;13863;23772;10090;7690;#N/A N/A;9554;91160;13421,5;11990;1015;2155;1764;5918;1577,5;#N/A N/A;15640;1521;1425;3963;1313;4418;4961;1571;3108;;652,3;;2523;5386;1618,4;1888;4210;2272;1913;#N/A N/A;2488;13910;603,5;4038;870;1283;1091;4289;1071,2;#N/A N/A;2766;1114;960;2548;927;3079;2857;877;2361;1198;569,7;3373;1067;3718;1525,5;1197;1271;1791;1654;#N/A N/A;2205;9410;396,5;761;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1118;2357;2226;6353;1874,5;#N/A N/A;15923;1859;1688;4560;1765;5170;6557;1963;4448;;722,3;;3714;7882;2107,1;2196;7815;3435;2192;#N/A N/A;2909;17069;783,5;5410
31.12.2007;9608;18705;17659;16367;5753,6;1488;21534;17477;6206;15957;12144;21038;107202;10452;28866;6491;4339,5;28780;8415;57352;6242,8;14714;23840;10712;7331;#N/A N/A;9831;103301;14027,9;13065;2126;2038;1249;6481;1358,3;686;15766;1368;1275;3174;1255;4590;6858;2033;5368;;491,6;;2265;11938;1259,7;1793;4327;3283;1651;#N/A N/A;2404;15456;727,8;3351;1581;1216;671;4707;1273,2;424;3133;1033;851;2374;975;3270;4096;1250;3952;1063;359,4;2971;831;4875;-1630,9;1060;1072;2274;1214;#N/A N/A;2060;11660;455,5;2878;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2232;2245;1730;6962;1660,8;749;16097;1763;1551;4049;1751;5341;8519;2418;6705;;579;;4003;14032;1758,7;2103;7993;4454;2020;#N/A N/A;2861;18611;923,5;4467
31.03.2008;7980;20304;17907;14454;5614,8;1453;18629;15990;6463;16194;11796;20026;94940;8710;24502;6232;4544,4;26763;8211;62122;5822,1;13958;23833;9673;7379;#N/A N/A;9791;104791;15394;11848;1448;1713;728;4409;1463,3;641;12437;1799;1501;4745;1293;4013;5317;1898;2977;;644,7;;2432;8418;1666,2;1674;4333;2391;1952;#N/A N/A;2141;17795;1088;4218;1101;994;356;4388;946,1;314;1511;1211;988;3598;922;2710;3022;1133;2319;967;463,8;2373;991;5168;3302,6;1000;1642;1443;1500;#N/A N/A;1773;10890;686;2784;#N/A N/A;#N/A N/A;697;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3029;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1271;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5317;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1568;1938;1202;4941;1768;699;12780;2161;1769;5411;1765;4780;6945;2289;4324;;711,3;;2605;10633;2057,3;1993;7915;3556;2259;#N/A N/A;2577;20899;1289,2;5705
30.06.2008;7561;20272;20990;15837;6075,3;1613;17643;16962;6739;16450;13624;20885;102342;9236;26821;6295;5088;26634;8358;78310;6051,8;15944;24124;9470;9046;#N/A N/A;10364;124238;15015;12129;1535;673;2042;5679;1654,7;648;11053;1245;1472;4256;1525;3736;5813;2021;3652;;645,1;;1677;9738;1571,9;2099;4546;2351;2776;#N/A N/A;2529;18242;914;3752;1131;337;1202;4297;1190,5;422;2087;852;945;3327;1106;3016;3449;1284;2765;942;490,5;2003;653;5975;1768,3;1275;1882;1601;1422;#N/A N/A;2014;11680;572;2776;#N/A N/A;#N/A N/A;1213,7;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3401;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2060;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5813;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1655;916;2524;6287;1969;705;11364;1607;1757;4939;2005;4632;7551;2423;5055;;724,7;;531;12013;1946,8;2425;8130;3456;3106;#N/A N/A;2959;21332;1125,1;4981
30.09.2008;11520;20156;17784;15061;6267,3;1709;13625;15293;6558;15921;12981;20983;98345;9445;25301;6145;5432,2;23069;8048;73615;5943,9;15085;24752;10217;8393;#N/A N/A;10331;122758;14596,8;11973;3146;1598;1323;5999;1823,7;685;8542;1147;1513;4091;1173;4386;5292;1452;3735;;705,7;;1962;11666;1654,6;2049;4173;3132;2234;#N/A N/A;2482;21359;711,2;4389;2247;920;756;4373;1191,3;-356;845;695;991;3310;868;3348;3138;760;2824;214;510,5;-8467;815;7893;1092,7;1269;1669;2014;1890;#N/A N/A;2201;14830;443,3;2278;#N/A N/A;#N/A N/A;756;4335,95;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3100,395;3033;#N/A N/A;#N/A N/A;#N/A N/A;510,5;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2154,8735;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1323;5999;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4435,8385;5292;#N/A N/A;#N/A N/A;#N/A N/A;705,7;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2504;#N/A N/A;#N/A N/A;#N/A N/A;3292;1852;1799;6584;2134,7;744;8934;1497;1806;4859;1674;5196;6980;1856;5113;;784,2;;3473;14115;2045,8;2375;7825;4259;2540;#N/A N/A;2875;24367;943,5;5585
31.12.2008;11880;20454;14607;16629;5565;1739;3682;12664;5509;15182;12923;19763;108747;9599;27006;5805;4590,1;25025;7303;43145;6032,5;14770;24645;8226;7126;#N/A N/A;9089;73284;14947;12346;3101;1279;266;5939;1507,2;966;1661;-245;755;3147;457;4055;6377;1331;5574;;503,2;;1065;3698;1546,4;1803;3832;1790;1484;#N/A N/A;1773;8894;669;4575;2255;726;-54;4174;985,3;574;-2121;-86;536;2714;661;5004;3792;845;4427;801;391;702;240;4895;1644,8;1145;1235;234;995;#N/A N/A;1504;7820;408;266;2255;#N/A N/A;355,5;4168,8;#N/A N/A;589,5556;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2797,708;4295,3;770,12;#N/A N/A;#N/A N/A;391;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1567,05;#N/A N/A;417,1;#N/A N/A;3101;#N/A N/A;653;5939;#N/A N/A;994;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4103,7815;7151,3077;1217;#N/A N/A;#N/A N/A;503,2;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1817;#N/A N/A;683;#N/A N/A;3269;1538;736;6571;1785;1018;2240;172;1062;3862;2437;4748;13116;1727;6896;;583,9;;1239;6287;2020,4;2153;7579;3009;1769;#N/A N/A;2198;12071;905;5753
31.03.2009;9084;22004;16175;13648;5077,4;1647;11880;16502;5089;15026;9225;17864;94242;8087;21711;5735;4440,8;29584;6481;33077;5385,2;12249;26591;7145;7169;#N/A N/A;8162;56222;16475;10867;2323;1668;980;4438;1400,4;881;5084;1025;803;4649;-175;3553;5217;982;2687;;195,1;;1099;2038;1130;1250;4694;647;1863;#N/A N/A;1607;6057;1030;3746;1620;984;514;2977;979,5;536;1814;610;518;3507;-112;2613;3022;613;2295;662;243,8;2141;437;1837;1425;722;1645;629;1348;#N/A N/A;1348;4550;640;2729;1620;982,05;587;3790,8;935,304;541,85;1797,45;616,95;563;3507;244,368;2477,138;3030;811,25;2286,55;525;574,4;888,5;228;1412,95;1664,33;808,12;1791;727,8;1497;#N/A N/A;1400,65;4550;693,3;3462,45;2323;1665;1097;4818;1401,6;890;2842;1028;870;4649;394;3696,2892;5217;1287;2952;1033;596,4;2086;319;1385,6154;1486,2;1413;4940;721;1955;#N/A N/A;1698;6057;1112;4616;2504;1902;1433;5102;1682,6;937;5733;1409;1074;5325;359;4278;6917;1388;3916;;282,5;;1291;4905;1573,3;1556;8722;1917;2146;#N/A N/A;2033;8850;1271;4754
30.06.2009;9734;21655;19071;13099;5647,2;1646;15189;17154;5719;15239;7975;18662;100876;8596;23250;6162;4713;29502;6639;37613;5899,9;13196;26861;8024;8267;#N/A N/A;8535;65951;16210;10984;2632;1440;1833;3987;1681,5;822;6457;1529;1191;4354;347;3573;5929;1577;4032;;454,5;;965;2794;1383,8;1637;4418;-12;2438;#N/A N/A;1460;5570;846;3121;1828;859;1116;3045;1093,7;729;3435;998;783;3208;371;2471;3472;954;3103;740;341,4;2721;337;1745;1556,3;976;1483;-398;2037;#N/A N/A;1081;3950;522;2261;1828;857,05;1125,1;3313,45;1083,38;498,5;2929,25;998,95;851,45;3032,5;445,376;2541,868;3479;967,65;3159,55;748;485,9;2056,1;102;2005,4;1676,495;1128,38;2049;1151,05;2107;#N/A N/A;1320,4821;4090;609,1;2953,55;2632;1437;1847;4220;1682,7;832;5354;1532;1292;4354;432;3763,5662;5929;1598;4101;1022;649,5;5586;398;3187,6154;1576,1;1886;5015;1614;2510;#N/A N/A;1870;5570;980;4036;2814;1689;2291;4668;1985,9;879;6984;1910;1489;5033;885;4427;7686;1981;5274;;542,9;;1341;5893;1873,1;1940;8509;1274;2740;#N/A N/A;1984;8574;1110;4127
30.09.2009;12207;21695;16361;12920;6046,7;1879;13682;16688;6193;15081;7298;19807;99373;9867;23566;6327;4799;30145;6559;43101;6049,7;13375;27265;9389;8044;#N/A N/A;9021;73285;15703;11621;3684;1676;1263;4482;1932,8;869;6104;-2151;1478;4263;277;4448;5442;1657;4168;;670;;1461;4757;1597,5;1771;3986;2579;2150;#N/A N/A;2124;7096;702;4131;2532;1035;689;3574;1261;514;3188;-1564;957;3345;404;3307;3144;895;3214;935;513;3588;640;3831;3424,3;1058;1176;1856;1896;#N/A N/A;1787;4730;436;2878;2532;1035;694,85;3540,2;1259,635;540,65;3230,15;860,135;971;3270,25;273,7;2977;3151;854,7;3272,5;956;513;3461,7;497;3419,3;3451,86;1118,72;1692;1948,3;1926;#N/A N/A;1759,2264;4730;484,75;3292,15;3684;1676;1272;4482;1931,3;910;5105;1336;1504;4263;275;4448;5442;1595;4203;1319;670;5521;696;4128,6154;1639,9;1945;4935;2642;2198;#N/A N/A;2086;7096;777;4676;3887;1926;1716;5128;2244,7;930;6477;-1717;1768;4938;838;5219;7240;2082;5426;;749;;1670;7745;1991,2;2087;8158;3814;2470;#N/A N/A;2553;10023;936;5100
31.12.2009;15683;21784;14569;19022;5973,4;1960;10922;17937;6122;16551;7898;21027;113622;9739;27230;6456;4405;26401;7051;45502;10093;14100;27091;10569;7510;#N/A N/A;9815;80106;16364;16537;4725;1575;727;8513;1826,3;1217;8684;1693;1342;2324;128;4655;7458;1336;6124;;481;;1523;4733;-1724;1807;2953;2497;1780;#N/A N/A;2370;7516;797;169;3378;944;342;6662;1216,8;763;4948;1268;935;2206;232;4659;4758;844;4813;1285;375;3278;716;3070;6494;1073;617;2282;1543;#N/A N/A;1853;6050;489;767;3378;944;402;6644,45;1176,5;735,05;4988,5;3791,505;935;2846;279,65;3379,665;4605;893,22;4890,35;1405;375;3320,55;564;2670,9;2488,7;1129,93;1302,75;3105,05;1600;#N/A N/A;1909,5773;6050;505,25;2357;4725;1575;727;8572;1764,3;1174;7687;5552,2385;1342;3510;194;5086,7923;7718;1414;6229;1702;481;4443;740;4116;26;1915;4008;3750;1881;#N/A N/A;2432;7516;822;3398;4934;1833;1169;9128;2144;1279;9078;2160;1640;3068;831;5413;14615;1759;7389;;560,8;;1816;7889;-474,3;2140;7196;3758;2111;#N/A N/A;2883;10709;1054;1943
